iter	RMSE
300	0.4948430578
301	0.4947998073
302	0.4947637366
303	0.4947391593
304	0.4946920765
305	0.4946652523
306	0.4946400699
307	0.4946115206
308	0.4945828831
309	0.4945578677
310	0.4945414458
311	0.4945156629
312	0.4944880668
313	0.4944727962
314	0.4944443988
315	0.4944101883
316	0.4943881111
317	0.49436577
318	0.4943526227
319	0.4943369914
320	0.4943180505
321	0.494293092
322	0.4942762209
323	0.4942470467
324	0.4942355621
325	0.4942067316
326	0.4941871701
327	0.494138405
328	0.4941159285
329	0.4940850253
330	0.4940566603
331	0.4940236575
332	0.4940099179
333	0.4939894129
334	0.4939633232
335	0.4939494495
336	0.4939284914
337	0.4938984295
338	0.4938821744
339	0.4938596931
340	0.4938448716
341	0.4938219718
342	0.4937991109
343	0.4937654397
344	0.4937423609
345	0.4937147637
346	0.4936921149
347	0.4936730882
348	0.4936580225
349	0.4936427326
350	0.4936270577
351	0.4936111737
352	0.4935862931
353	0.4935710761
354	0.4935540842
355	0.493535133
356	0.493515337
357	0.4934913715
358	0.493475636
359	0.4934380047
360	0.4934215761
361	0.4934025817
362	0.4933785625
363	0.4933481553
364	0.4933307454
365	0.4933048886
366	0.4932869195
367	0.4932625808
368	0.4932406369
369	0.4932227526
370	0.4931984425
371	0.4931675831
372	0.4931460815
373	0.4931299913
374	0.4931158449
375	0.4931016976
376	0.4930840372
377	0.4930621889
378	0.4930435629
379	0.4930213424
380	0.4930003543
381	0.4929721826
382	0.492947074
383	0.4929201815
384	0.4929071977
385	0.4928840637
386	0.492858562
387	0.4928402088
388	0.4928097307
389	0.4927889367
390	0.4927685435
391	0.4927423016
392	0.4927183533
393	0.4926924805
394	0.4926784351
395	0.4926404174
396	0.492624171
397	0.4926072526
398	0.4925854717
399	0.4925654771
400	0.4925459695
401	0.4925313769
402	0.4925142363
403	0.4924975573
404	0.4924830135
405	0.4924685181
406	0.4924564274
407	0.4924352229
408	0.4924112076
409	0.4923938514
410	0.4923729572
411	0.4923600917
412	0.4923439465
413	0.4923252826
414	0.492294342
415	0.4922804318
416	0.4922586609
417	0.4922381663
418	0.492213431
419	0.4921869859
420	0.4921668404
421	0.4921506983
422	0.4921259906
423	0.4921045224
424	0.4920873844
425	0.4920678829
426	0.4920474302
427	0.4920200552
428	0.4920090544
429	0.4919953687
430	0.4919845673
431	0.4919708452
432	0.4919551801
433	0.4919337214
434	0.491918703
435	0.4919046611
436	0.4918737385
437	0.491855091
438	0.4918232083
439	0.4917926668
440	0.4917750123
441	0.4917423593
442	0.4917184336
443	0.4917026933
444	0.4916871486
445	0.491667049
446	0.491652202
447	0.4916376961
448	0.4916193512
449	0.4916006488
450	0.491582819
451	0.491548376
452	0.4915372486
453	0.4915066361
454	0.4914896379
455	0.4914659682
456	0.4914469954
457	0.4914274393
458	0.4914081649
459	0.4913956648
460	0.4913741305
461	0.4913608296
462	0.4913323518
463	0.4913174195
464	0.4913022045
465	0.4912874488
466	0.4912554145
467	0.4912355381
468	0.4912244267
469	0.4912070401
470	0.491185806
471	0.4911680597
472	0.4911476856
473	0.4911290842
474	0.4911012829
475	0.49108141
476	0.4910625738
477	0.4910364841
478	0.491019546
479	0.4910032349
480	0.4909809393
481	0.4909663713
482	0.4909526615
483	0.4909304172
484	0.4909117685
485	0.4908989074
486	0.4908830361
487	0.4908716843
488	0.4908614433
489	0.4908419446
490	0.4908176955
491	0.4908017152
492	0.4907825137
493	0.4907646
494	0.4907503217
495	0.4907372751
496	0.4907255531
497	0.4907124612
498	0.4906924875
499	0.4906838422
500	0.4906709148
501	0.4906506776
502	0.4906339397
503	0.4906169347
504	0.4905893735
505	0.4905670045
506	0.4905475287
507	0.4905326396
508	0.4905195817
509	0.4904955291
510	0.490471657
511	0.4904489976
512	0.4904332286
513	0.4904143779
514	0.4903914266
515	0.4903701244
516	0.4903536229
517	0.4903384191
518	0.4903188644
519	0.4902977255
520	0.4902878147
521	0.4902718177
522	0.4902508514
523	0.4902370449
524	0.4902198236
525	0.4902024621
526	0.4901905342
527	0.4901749891
528	0.490155767
529	0.490134267
530	0.4901139578
531	0.4900885352
532	0.4900733316
533	0.4900523597
534	0.4900224832
535	0.4900055594
536	0.4899809365
537	0.4899638505
538	0.4899479366
539	0.4899269388
540	0.4899122082
541	0.4898989172
542	0.4898806704
543	0.4898594498
544	0.4898459552
545	0.4898228333
546	0.4898036128
547	0.4897931546
548	0.489776145
549	0.4897646558
550	0.4897474844
551	0.489736515
552	0.4897185479
553	0.489705998
554	0.4896857443
555	0.4896760014
556	0.4896607809
557	0.4896441936
558	0.4896304862
559	0.4896174482
560	0.4895967595
561	0.4895773009
562	0.4895593757
563	0.4895368388
564	0.4895173044
565	0.4894981687
566	0.4894841247
567	0.4894664085
568	0.4894417398
569	0.4894266228
570	0.4894131403
571	0.4893966751
572	0.4893860805
573	0.4893667642
574	0.4893544589
575	0.4893376654
576	0.4893209217
577	0.4893108841
578	0.4892946184
579	0.4892816884
580	0.489263033
581	0.4892515997
582	0.489235466
583	0.4892199314
584	0.4892065483
585	0.489195568
586	0.4891816087
587	0.4891658214
588	0.489146825
589	0.4891300823
590	0.4891081692
591	0.4890919315
592	0.4890804573
593	0.4890677367
594	0.4890592439
595	0.489038805
596	0.4890303958
597	0.4890176213
598	0.4890047861
599	0.4889896102
600	0.4889750268
601	0.4889683025
602	0.4889494399
603	0.4889333992
604	0.4889159696
605	0.4889021412
606	0.4888861283
607	0.4888716417
608	0.4888557024
609	0.4888411073
610	0.4888270476
611	0.4888167115
612	0.4888035323
613	0.4887922926
614	0.4887770861
615	0.4887642059
616	0.4887509714
617	0.4887299716
618	0.4887135366
619	0.4886994856
620	0.4886839658
621	0.4886686181
622	0.4886578062
623	0.4886401208
624	0.4886274425
625	0.488612101
626	0.4886001029
627	0.4885875288
628	0.4885736381
629	0.4885626733
630	0.4885496021
631	0.488535911
632	0.4885223586
633	0.4885014074
634	0.4884863148
635	0.4884739205
636	0.4884601874
637	0.4884464318
638	0.4884351243
639	0.4884243503
640	0.4884106904
641	0.488396437
642	0.4883865769
643	0.4883717909
644	0.4883571489
645	0.4883449378
646	0.4883324965
647	0.4883203506
648	0.488306137
649	0.4882904873
650	0.4882747924
651	0.488262313
652	0.4882431359
653	0.488226629
654	0.4882106912
655	0.4881936254
656	0.4881806382
657	0.4881658319
658	0.4881485275
659	0.4881338156
660	0.4881163171
661	0.488106238
662	0.4880869937
663	0.4880746313
664	0.4880632097
665	0.488050686
666	0.4880353628
667	0.4880225376
668	0.4880095052
669	0.487997666
670	0.4879883876
671	0.4879740477
672	0.4879612508
673	0.4879416117
674	0.4879290418
675	0.4879131416
676	0.4878984801
677	0.4878877334
678	0.4878714425
679	0.4878606925
680	0.4878467889
681	0.4878373243
682	0.4878209847
683	0.4878052577
684	0.4877930602
685	0.4877793784
686	0.4877577442
687	0.487745891
688	0.4877317172
689	0.4877211596
690	0.4877087258
691	0.4876925392
692	0.4876752264
693	0.4876648256
694	0.4876563049
695	0.4876418426
696	0.4876287177
697	0.4876169275
698	0.4876021739
699	0.4875882885
700	0.4875737229
701	0.487561911
702	0.4875521323
703	0.4875347376
704	0.4875254049
705	0.4875124878
706	0.4875015341
707	0.4874883149
708	0.4874760964
709	0.4874593758
710	0.487444223
711	0.4874355651
712	0.4874160356
713	0.4873997065
714	0.4873880337
715	0.4873732474
716	0.4873636629
717	0.4873498208
718	0.4873379369
719	0.4873265497
720	0.487313035
721	0.487295033
722	0.4872882197
723	0.4872720082
724	0.4872633069
725	0.4872500995
726	0.4872374532
727	0.4872248605
728	0.4872030107
729	0.4871846115
730	0.4871722611
731	0.4871597624
732	0.4871476343
733	0.487137565
734	0.4871267321
735	0.4871153609
736	0.4871049489
737	0.4870932695
738	0.4870772229
739	0.4870625234
740	0.4870451058
741	0.4870304167
742	0.4870173913
743	0.4870067718
744	0.4869951862
745	0.4869877266
746	0.4869775323
747	0.4869681429
748	0.4869588268
749	0.486943906
750	0.4869303203
751	0.4869189695
752	0.4869046803
753	0.4868941252
754	0.4868813277
755	0.4868663934
756	0.4868545414
757	0.4868389452
758	0.4868287203
759	0.4868144091
760	0.486799108
761	0.4867902509
762	0.4867768285
763	0.486768225
764	0.4867572658
765	0.4867457
766	0.4867310871
767	0.4867203034
768	0.4867063397
769	0.4866911069
770	0.4866801222
771	0.4866699199
772	0.4866582639
773	0.4866440506
774	0.4866290987
775	0.4866173825
776	0.4866044408
777	0.4865938353
778	0.4865821141
779	0.4865696417
780	0.4865527499
781	0.4865386566
782	0.4865187444
783	0.4865089436
784	0.4864993334
785	0.4864892511
786	0.4864750897
787	0.4864647507
788	0.4864525268
789	0.4864358063
790	0.4864268706
791	0.4864177641
792	0.4864069226
793	0.4863936916
794	0.4863798828
795	0.4863660727
796	0.4863540519
797	0.4863422066
798	0.4863310189
799	0.4863155057
800	0.4863017437
801	0.486283979
802	0.4862677267
803	0.4862512567
804	0.4862418255
805	0.4862307732
806	0.4862202585
807	0.4862043561
808	0.4861925441
809	0.4861844745
810	0.4861671712
811	0.4861553043
812	0.4861446173
813	0.4861338229
814	0.4861224025
815	0.4861092031
816	0.4860976513
817	0.4860875127
818	0.4860736405
819	0.486060694
820	0.4860528826
821	0.4860398212
822	0.4860248689
823	0.4860147438
824	0.4860032575
825	0.4859922586
826	0.4859853587
827	0.4859757141
828	0.4859658157
829	0.4859523999
830	0.4859421262
831	0.4859293773
832	0.4859201527
833	0.4859076698
834	0.485894453
835	0.4858823754
836	0.4858724443
837	0.4858595877
838	0.4858474866
839	0.4858388703
840	0.4858292057
841	0.4858162905
842	0.4858069072
843	0.4857912761
844	0.485776247
845	0.485764076
846	0.4857484882
847	0.4857276503
848	0.4857130099
849	0.4856997352
850	0.4856859193
851	0.4856672498
852	0.4856571708
853	0.4856475549
854	0.4856330199
855	0.4856189267
856	0.4856050319
857	0.4855941888
858	0.4855793238
859	0.4855671124
860	0.4855583854
861	0.4855463203
862	0.4855344346
863	0.485524924
864	0.4855116046
865	0.4854955485
866	0.4854823592
867	0.4854705565
868	0.4854615509
869	0.4854510485
870	0.4854382363
871	0.4854233927
872	0.4854125899
873	0.4854042074
874	0.4853868433
875	0.4853759846
876	0.4853630543
877	0.4853529584
878	0.4853446271
879	0.4853398796
880	0.485325114
881	0.485315775
882	0.4853032919
883	0.4852938619
884	0.4852800352
885	0.4852675489
886	0.4852561242
887	0.4852402274
888	0.48522461
889	0.4852090823
890	0.485195474
891	0.4851767654
892	0.4851646179
893	0.4851525341
894	0.4851390696
895	0.4851258907
896	0.4851135387
897	0.4851024133
898	0.4850926432
899	0.4850842284
900	0.4850704284
901	0.4850597011
902	0.485044056
903	0.4850345709
904	0.485027338
905	0.4850205971
906	0.4850116023
907	0.485003002
908	0.4849939512
909	0.484979996
910	0.4849678958
911	0.4849590232
912	0.4849517502
913	0.4849392005
914	0.4849286077
915	0.4849198683
916	0.4849099136
917	0.4848945958
918	0.4848864656
919	0.4848732736
920	0.4848610688
921	0.4848471356
922	0.4848391427
923	0.4848253694
924	0.4848129992
925	0.4847990266
926	0.4847877947
927	0.4847721602
928	0.484761824
929	0.4847522833
930	0.4847411946
931	0.484728164
932	0.4847187612
933	0.4847085135
934	0.4846977615
935	0.4846861136
936	0.4846725066
937	0.4846617144
938	0.4846536651
939	0.4846420288
940	0.484626695
941	0.4846064743
942	0.4845955954
943	0.4845839481
944	0.484576978
945	0.4845670661
946	0.4845559259
947	0.4845472088
948	0.484539028
949	0.4845303836
950	0.4845222738
951	0.4845122042
952	0.4845008529
953	0.4844884655
954	0.4844778619
955	0.4844644378
956	0.4844493806
957	0.4844373191
958	0.4844233439
959	0.4844173718
960	0.4844087905
961	0.4843971349
962	0.4843894248
963	0.4843811468
964	0.4843676624
965	0.4843546193
966	0.48434333
967	0.4843315991
968	0.4843181351
969	0.4843057009
970	0.4842914942
971	0.4842824701
972	0.4842751487
973	0.4842663565
974	0.4842558517
975	0.484246281
976	0.4842375915
977	0.4842268047
978	0.4842142132
979	0.4842063023
980	0.4841960043
981	0.484188638
982	0.4841748315
983	0.4841668163
984	0.4841530355
985	0.4841448871
986	0.4841290115
987	0.4841245526
988	0.4841133637
989	0.4841037134
990	0.4840929626
991	0.4840805508
992	0.4840726264
993	0.4840618752
994	0.4840507313
995	0.4840391261
996	0.4840283427
997	0.4840163435
998	0.4840099662
999	0.4839972255
850633535
7
