model,R2_mean,R2_std,MAE_mean,MAE_std,RMSE_mean,RMSE_std,MAPE_mean,MAPE_std,train_time_s
STACKING,0.6407921429471445,0.004542491954873956,17630.366125087476,267.7542122462157,74134.66911371573,4063.0743535867537,38.48875466970211,0.30578152221866794,0
