iter	Passed	Remaining
266	3009	8262
267	3025	8263
268	3033	8244
269	3047	8239
270	3057	8224
271	3070	8217
272	3081	8206
273	3091	8192
274	3099	8171
275	3113	8166
276	3120	8143
277	3130	8131
278	3141	8117
279	3150	8100
280	3159	8084
281	3170	8072
282	3178	8053
283	3195	8056
284	3209	8052
285	3224	8049
286	3232	8029
287	3239	8009
288	3252	8001
289	3261	7985
290	3271	7970
291	3280	7953
292	3290	7940
293	3298	7920
294	3307	7903
295	3316	7888
296	3327	7875
297	3343	7876
298	3355	7867
299	3367	7857
300	3378	7845
301	3389	7834
302	3406	7835
303	3415	7820
304	3429	7815
305	3439	7799
306	3450	7789
307	3462	7779
308	3473	7768
309	3489	7767
310	3500	7756
311	3509	7738
312	3518	7723
313	3530	7712
314	3539	7697
315	3549	7683
316	3564	7679
317	3584	7687
318	3594	7674
319	3605	7661
320	3613	7643
321	3628	7641
322	3642	7634
323	3654	7623
324	3666	7615
325	3684	7616
326	3695	7605
327	3712	7606
328	3762	7672
329	3779	7673
330	3790	7661
331	3800	7647
332	3811	7634
333	3833	7643
334	3844	7632
335	3859	7627
336	3869	7613
337	3879	7598
338	3891	7587
339	3906	7583
340	3919	7574
341	3934	7569
342	3944	7554
343	3955	7542
344	3965	7528
345	3977	7517
346	3999	7526
347	4007	7507
348	4028	7514
349	4038	7500
350	4055	7497
351	4065	7483
352	4074	7467
353	4082	7450
354	4092	7436
355	4103	7423
356	4114	7410
357	4125	7398
358	4137	7386
359	4147	7373
360	4156	7357
361	4166	7342
362	4174	7325
363	4186	7314
364	4197	7303
365	4211	7295
366	4225	7288
367	4236	7274
368	4247	7263
369	4265	7263
370	4276	7250
371	4288	7239
372	4299	7226
373	4311	7216
374	4322	7204
375	4345	7211
376	4360	7206
377	4371	7194
378	4384	7184
379	4401	7181
380	4420	7182
381	4433	7173
382	4443	7158
383	4452	7143
384	4466	7135
385	4478	7123
386	4486	7106
387	4498	7096
388	4508	7081
389	4522	7073
390	4529	7055
391	4540	7041
392	4552	7031
393	4563	7018
394	4573	7005
395	4585	6994
396	4593	6976
397	4605	6965
398	4613	6948
399	4622	6933
400	4633	6920
401	4644	6909
402	4661	6906
403	4670	6890
404	4680	6875
405	4688	6860
406	4701	6850
407	4709	6833
408	4718	6817
409	4728	6803
410	4740	6792
411	4754	6786
412	4762	6769
413	4772	6755
414	4784	6744
415	4792	6728
416	4803	6715
417	4813	6702
418	4822	6687
419	4837	6680
420	4855	6677
421	4863	6661
422	4878	6654
423	4888	6640
424	4898	6627
425	4907	6612
426	4917	6598
427	4932	6591
428	4942	6578
429	4954	6567
430	4966	6556
431	4976	6543
432	4986	6529
433	4995	6514
434	5004	6499
435	5016	6489
436	5027	6477
437	5037	6463
438	5049	6452
439	5059	6438
440	5067	6422
441	5078	6410
442	5090	6400
443	5100	6387
444	5112	6376
445	5121	6361
446	5132	6349
447	5150	6346
448	5162	6334
449	5174	6324
450	5185	6312
451	5194	6297
452	5203	6283
453	5214	6271
454	5225	6259
455	5235	6246
456	5250	6238
457	5258	6223
458	5275	6217
459	5287	6206
460	5296	6193
461	5309	6183
462	5324	6175
463	5332	6159
464	5342	6147
465	5353	6134
466	5363	6122
467	5371	6106
468	5378	6089
469	5393	6082
470	5406	6072
471	5419	6062
472	5429	6049
473	5438	6035
474	5451	6024
475	5461	6012
476	5468	5996
477	5478	5982
478	5489	5970
479	5501	5959
480	5509	5944
481	5520	5932
482	5529	5918
483	5543	5910
484	5554	5898
485	5562	5883
486	5573	5870
487	5581	5856
488	5592	5844
489	5607	5835
490	5616	5822
491	5625	5808
492	5634	5794
493	5644	5781
494	5655	5769
495	5662	5754
496	5675	5743
497	5685	5730
498	5693	5716
499	5704	5704
500	5716	5694
501	5727	5681
502	5735	5667
503	5745	5653
504	5752	5638
505	5763	5627
506	5772	5613
507	5780	5598
508	5791	5586
509	5798	5571
510	5806	5556
511	5819	5546
512	5830	5534
513	5839	5521
514	5849	5508
515	5858	5495
516	5866	5480
517	5878	5470
518	5886	5455
519	5899	5445
520	5907	5430
521	5914	5416
522	5922	5401
523	5932	5389
524	5943	5377
525	5955	5366
526	5963	5352
527	5973	5339
528	5981	5325
529	5991	5313
530	6003	5302
531	6016	5292
532	6027	5281
533	6038	5269
534	6051	5259
535	6061	5247
536	6069	5232
537	6096	5235
538	6112	5227
539	6124	5216
540	6137	5207
541	6149	5196
542	6158	5182
543	6165	5168
544	6175	5155
545	6194	5150
546	6205	5138
547	6217	5128
548	6229	5117
549	6244	5108
550	6253	5095
551	6264	5084
552	6272	5069
553	6282	5057
554	6293	5046
555	6306	5036
556	6315	5023
557	6323	5009
558	6332	4996
559	6346	4986
560	6362	4978
561	6373	4966
562	6385	4956
563	6402	4949
564	6414	4938
565	6427	4928
566	6445	4921
567	6457	4911
568	6469	4900
569	6482	4889
570	6492	4877
571	6506	4868
572	6516	4855
573	6527	4844
574	6540	4834
575	6549	4821
576	6558	4807
577	6567	4794
578	6578	4783
579	6589	4771
580	6601	4760
581	6613	4749
582	6628	4741
583	6637	4727
584	6647	4715
585	6659	4704
586	6668	4691
587	6676	4678
588	6684	4664
589	6702	4657
590	6711	4644
591	6725	4634
592	6733	4621
593	6745	4610
594	6761	4602
595	6770	4589
596	6779	4576
597	6791	4565
598	6802	4554
599	6828	4552
600	6841	4542
601	6851	4529
602	6862	4518
603	6874	4507
604	6882	4493
605	6892	4481
606	6903	4469
607	6912	4456
608	6921	4443
609	6933	4432
610	6942	4419
611	6957	4411
612	6975	4403
613	6983	4390
614	6997	4380
615	7009	4369
616	7022	4359
617	7031	4346
618	7047	4337
619	7060	4327
620	7074	4317
621	7082	4304
622	7094	4293
623	7106	4282
624	7120	4272
625	7133	4261
626	7150	4254
627	7162	4242
628	7175	4232
629	7184	4219
630	7193	4206
631	7208	4197
632	7218	4185
633	7233	4175
634	7243	4163
635	7255	4152
636	7268	4141
637	7276	4128
638	7288	4117
639	7296	4104
640	7307	4092
641	7321	4082
642	7332	4071
643	7343	4059
644	7355	4048
645	7365	4036
646	7374	4023
647	7384	4011
648	7393	3998
649	7401	3985
650	7411	3973
651	7420	3960
652	7431	3948
653	7441	3936
654	7451	3924
655	7462	3913
656	7473	3901
657	7481	3888
658	7493	3877
659	7506	3867
660	7515	3854
661	7523	3841
662	7534	3829
663	7545	3818
664	7557	3807
665	7569	3796
666	7578	3783
667	7588	3771
668	7598	3759
669	7606	3746
670	7618	3735
671	7626	3722
672	7638	3711
673	7652	3701
674	7661	3688
675	7672	3677
676	7681	3664
677	7695	3654
678	7707	3643
679	7716	3631
680	7726	3619
681	7735	3606
682	7744	3594
683	7753	3582
684	7762	3569
685	7772	3557
686	7779	3544
687	7790	3533
688	7801	3521
689	7809	3508
690	7818	3496
691	7831	3485
692	7838	3472
693	7850	3461
694	7860	3449
695	7872	3438
696	7879	3425
697	7891	3414
698	7899	3401
699	7914	3391
700	7923	3379
701	7934	3368
702	7944	3356
703	7954	3344
704	7964	3332
705	7975	3321
706	7985	3309
707	7997	3298
708	8007	3286
709	8016	3274
710	8030	3264
711	8049	3256
712	8060	3244
713	8073	3233
714	8080	3220
715	8094	3210
716	8103	3198
717	8110	3185
718	8121	3174
719	8129	3161
720	8140	3149
721	8147	3137
722	8158	3125
723	8168	3114
724	8177	3101
725	8185	3089
726	8193	3076
727	8209	3067
728	8220	3055
729	8230	3044
730	8241	3032
731	8251	3020
732	8260	3009
733	8272	2997
734	8282	2986
735	8293	2974
736	8302	2962
737	8311	2950
738	8321	2939
739	8330	2926
740	8341	2915
741	8348	2902
742	8357	2890
743	8365	2878
744	8374	2866
745	8386	2855
746	8396	2843
747	8404	2831
748	8413	2819
749	8422	2807
750	8436	2797
751	8445	2785
752	8455	2773
753	8467	2762
754	8475	2750
755	8485	2738
756	8497	2727
757	8504	2715
758	8513	2703
759	8521	2691
760	8529	2678
761	8543	2668
762	8555	2657
763	8563	2645
764	8574	2633
765	8583	2621
766	8592	2610
767	8603	2599
768	8611	2586
769	8622	2575
770	8633	2564
771	8642	2552
772	8655	2541
773	8665	2530
774	8674	2518
775	8685	2507
776	8700	2497
777	8708	2484
778	8718	2473
779	8728	2461
780	8736	2449
781	8746	2438
782	8755	2426
783	8767	2415
784	8776	2403
785	8786	2392
786	8797	2380
787	8808	2369
788	8819	2358
789	8827	2346
790	8837	2335
791	8844	2322
792	8854	2311
793	8863	2299
794	8872	2287
795	8883	2276
796	8894	2265
797	8903	2253
798	8911	2241
799	8922	2230
800	8931	2218
801	8943	2207
802	8956	2197
803	8963	2185
804	8973	2173
805	8985	2162
806	8998	2152
807	9005	2140
808	9014	2128
809	9023	2116
810	9033	2105
811	9040	2093
812	9051	2081
813	9059	2070
814	9070	2059
815	9078	2047
816	9089	2035
817	9097	2024
818	9106	2012
819	9113	2000
820	9123	1989
821	9131	1977
822	9148	1967
823	9160	1956
824	9170	1945
825	9183	1934
826	9190	1922
827	9207	1912
828	9219	1901
829	9230	1890
830	9247	1880
831	9255	1868
832	9266	1857
833	9275	1846
834	9290	1835
835	9301	1824
836	9307	1812
837	9320	1801
838	9327	1789
839	9338	1778
840	9348	1767
841	9356	1755
842	9364	1744
843	9375	1732
844	9386	1721
845	9403	1711
846	9411	1700
847	9422	1688
848	9433	1677
849	9440	1665
850	9447	1654
851	9459	1643
852	9468	1631
853	9495	1623
854	9504	1611
855	9515	1600
856	9525	1589
857	9536	1578
858	9545	1566
859	9554	1555
860	9563	1543
861	9573	1532
862	9582	1521
863	9590	1509
864	9597	1497
865	9607	1486
866	9617	1475
867	9625	1463
868	9635	1452
869	9645	1441
870	9653	1429
871	9667	1419
872	9679	1408
873	9694	1397
874	9702	1386
875	9711	1374
876	9720	1363
877	9727	1351
878	9739	1340
879	9754	1330
880	9763	1318
881	9771	1307
882	9778	1295
883	9792	1284
884	9799	1273
885	9808	1262
886	9818	1250
887	9828	1239
888	9839	1228
889	9849	1217
890	9864	1206
891	9875	1195
892	9884	1184
893	9902	1174
894	9917	1163
895	9927	1152
896	9936	1140
897	9948	1130
898	9958	1118
899	9969	1107
900	9977	1096
901	9992	1085
902	10002	1074
903	10012	1063
904	10019	1051
905	10028	1040
906	10035	1029
907	10045	1017
908	10053	1006
909	10062	995
910	10073	984
911	10087	973
912	10098	962
913	10107	951
914	10118	939
915	10130	928
916	10141	917
917	10153	906
918	10165	896
919	10175	884
920	10184	873
921	10192	862
922	10201	851
923	10211	839
924	10221	828
925	10228	817
926	10241	806
927	10249	795
928	10257	783
929	10267	772
930	10277	761
931	10285	750
932	10296	739
933	10304	728
934	10315	717
935	10325	706
936	10334	694
937	10345	683
938	10355	672
939	10367	661
940	10375	650
941	10386	639
942	10396	628
943	10403	617
944	10419	606
945	10428	595
946	10439	584
947	10448	573
948	10458	562
949	10467	550
950	10477	539
951	10486	528
952	10493	517
953	10504	506
954	10511	495
955	10521	484
956	10529	473
957	10542	462
958	10551	451
959	10559	439
960	10568	428
961	10577	417
962	10587	406
963	10594	395
964	10605	384
965	10613	373
966	10623	362
967	10635	351
968	10646	340
969	10661	329
970	10672	318
971	10684	307
972	10697	296
973	10708	285
974	10719	274
975	10730	263
976	10742	252
977	10751	241
978	10760	230
979	10774	219
980	10792	209
981	10804	198
982	10816	187
983	10826	176
984	10833	164
985	10840	153
986	10852	142
987	10862	131
988	10870	120
989	10878	109
990	10888	98
991	10898	87
992	10906	76
993	10920	65
994	10928	54
995	10945	43
996	10957	32
997	10967	21
998	10982	10
999	10994	0
