iter	RMSE
130	0.5011671748
131	0.5010951153
132	0.5010166309
133	0.5009381225
134	0.5008583401
135	0.5007692804
136	0.5007037699
137	0.5006427789
138	0.5005814888
139	0.5004840159
140	0.5004110829
141	0.5003254471
142	0.5002790161
143	0.5002096375
144	0.5001503966
145	0.5000813629
146	0.4999951936
147	0.4999438427
148	0.4998627427
149	0.4998150611
150	0.4997485947
151	0.4996883508
152	0.4996380293
153	0.499578599
154	0.4995335982
155	0.4994734836
156	0.499424241
157	0.4993739823
158	0.4993281357
159	0.4992848604
160	0.4991981461
161	0.4991459123
162	0.4990988866
163	0.4990595559
164	0.4990070644
165	0.4989498118
166	0.4988981453
167	0.4988558959
168	0.4988185754
169	0.4987606356
170	0.4986984755
171	0.4986509981
172	0.4985941799
173	0.4985619526
174	0.498521211
175	0.4984701449
176	0.4984111367
177	0.4983735717
178	0.4983278155
179	0.4982934097
180	0.4982639688
181	0.4982133378
182	0.4981724854
183	0.498135292
184	0.4981085173
185	0.4980531768
186	0.4980128661
187	0.4979854943
188	0.4979189815
189	0.497873414
190	0.497841028
191	0.4978002289
192	0.4977639799
193	0.4977300858
194	0.4976972171
195	0.4976544125
196	0.4976200771
197	0.4975754702
198	0.4975479655
199	0.4975152604
200	0.4974831317
201	0.4974546498
202	0.4973979073
203	0.4973731833
204	0.4973486301
205	0.4973186057
206	0.4972590992
207	0.4972157496
208	0.497180429
209	0.497129816
210	0.4971025415
211	0.4970539014
212	0.4970281995
213	0.4969788025
214	0.4969431505
215	0.4969220196
216	0.4968932441
217	0.4968492002
218	0.4967974483
219	0.4967551415
220	0.4967260365
221	0.4966984202
222	0.4966590443
223	0.4966369206
224	0.4966037032
225	0.4965674224
226	0.496543716
227	0.496523799
228	0.4964842322
229	0.496445841
230	0.4964135054
231	0.4963861556
232	0.4963535028
233	0.4963130326
234	0.4962856242
235	0.496260413
236	0.4962314795
237	0.4962000159
238	0.4961721513
239	0.4961482599
240	0.4961194955
241	0.4960758564
242	0.4960521364
243	0.4960223402
244	0.4959947815
245	0.4959712897
246	0.4959478609
247	0.495905148
248	0.4958829112
249	0.4958537326
250	0.4958051741
251	0.4957807746
252	0.4957624341
253	0.4957423916
254	0.4956938318
255	0.4956596302
256	0.4956356134
257	0.4956183413
258	0.4955915625
259	0.4955717273
260	0.4955538832
261	0.4955296566
262	0.4955047269
263	0.4954724623
264	0.4954382142
265	0.4954119268
266	0.4953938056
267	0.4953666473
268	0.4953453347
269	0.4953214312
270	0.4952973197
271	0.4952698255
272	0.4952160445
273	0.4951949762
274	0.4951771394
275	0.4951444737
276	0.4951183463
277	0.4950860043
278	0.4950644787
279	0.4950308679
280	0.4949958997
281	0.4949681174
282	0.494933264
283	0.494914596
284	0.4948835563
285	0.4948558714
286	0.4948394555
287	0.4947974348
288	0.4947593794
289	0.4947366076
290	0.4947145112
291	0.4946954921
292	0.4946652259
293	0.4946198424
294	0.4946035001
295	0.4945886438
296	0.4945688714
297	0.4945465499
298	0.4945101886
299	0.4944844804
300	0.4944528254
301	0.4944316688
302	0.4944009769
303	0.4943781213
304	0.4943568922
305	0.494323291
306	0.4943051838
307	0.4942798513
308	0.494254584
309	0.4942200268
310	0.4941993132
311	0.4941799648
312	0.4941577635
313	0.4941255284
314	0.4940980369
315	0.4940673956
316	0.4940517311
317	0.4940218702
318	0.4940035546
319	0.4939895004
320	0.4939632095
321	0.4939457864
322	0.4939199415
323	0.4939020852
324	0.4938760902
325	0.4938443043
326	0.4938233358
327	0.4937931433
328	0.4937624733
329	0.4937263996
330	0.4937036391
331	0.4936747357
332	0.4936569696
333	0.4936161035
334	0.4935918418
335	0.493571975
336	0.4935503536
337	0.4935348411
338	0.4935052965
339	0.4934797562
340	0.4934631325
341	0.4934405709
342	0.4934143361
343	0.4933791652
344	0.493359707
345	0.493338641
346	0.4933108084
347	0.4932895992
348	0.4932595803
349	0.4932393686
350	0.4932062549
351	0.4931859334
352	0.493166523
353	0.4931441464
354	0.4931111373
355	0.4930936652
356	0.4930676993
357	0.4930444802
358	0.4930224673
359	0.4930003885
360	0.4929851919
361	0.4929467307
362	0.4929062808
363	0.4928815985
364	0.4928612318
365	0.4928355695
366	0.49281661
367	0.4927971993
368	0.4927793361
369	0.4927617036
370	0.4927442881
371	0.4927252546
372	0.4927019513
373	0.4926820238
374	0.4926667752
375	0.4926476349
376	0.4926283438
377	0.4926057007
378	0.492584103
379	0.4925569934
380	0.492533456
381	0.4925096143
382	0.4924806208
383	0.4924499316
384	0.4924348475
385	0.4924121253
386	0.4923999474
387	0.4923827727
388	0.4923465589
389	0.4923227681
390	0.4923059895
391	0.4922923442
392	0.4922706975
393	0.4922502227
394	0.4922293752
395	0.4922034706
396	0.4921884893
397	0.4921668882
398	0.4921404876
399	0.4921198728
400	0.4921010195
401	0.4920780849
402	0.4920503866
403	0.4920319714
404	0.4920125878
405	0.4920003897
406	0.4919795895
407	0.4919640257
408	0.4919442848
409	0.4919275784
410	0.4918905853
411	0.4918716317
412	0.491844289
413	0.4918342234
414	0.4918136586
415	0.4917929754
416	0.4917728752
417	0.4917558788
418	0.4917373217
419	0.4917133389
420	0.4916666277
421	0.4916448158
422	0.4916247511
423	0.4916065274
424	0.4915907605
425	0.4915760111
426	0.491553986
427	0.4915330533
428	0.4915202014
429	0.4915075676
430	0.4914888811
431	0.4914606985
432	0.491438419
433	0.4914226325
434	0.4914066914
435	0.4913902933
436	0.4913695674
437	0.4913495143
438	0.4913268544
439	0.4913043354
440	0.4912878485
441	0.4912764751
442	0.4912640791
443	0.4912438337
444	0.4912277035
445	0.4912156036
446	0.4912044995
447	0.4911852142
448	0.4911641677
449	0.491150731
450	0.4911301696
451	0.4911191505
452	0.4911003833
453	0.4910835078
454	0.4910703695
455	0.4910523487
456	0.4910271963
457	0.4910122699
458	0.4909929291
459	0.4909772185
460	0.4909561257
461	0.4909418277
462	0.4909137486
463	0.4908967
464	0.4908776685
465	0.4908563975
466	0.490825438
467	0.4908067416
468	0.4907843247
469	0.4907673668
470	0.490741259
471	0.4907148158
472	0.4906999016
473	0.4906797815
474	0.4906656794
475	0.490651912
476	0.4906350699
477	0.4906206129
478	0.4906006874
479	0.4905787324
480	0.4905607267
481	0.4905432617
482	0.4905234305
483	0.490499835
484	0.4904790099
485	0.4904616258
486	0.4904517867
487	0.490435549
488	0.4904022493
489	0.4903861028
490	0.490372439
491	0.490356544
492	0.4903403595
493	0.4903210933
494	0.4903060353
495	0.4902840545
496	0.4902676709
497	0.4902489313
498	0.4902262861
499	0.4902054296
500	0.4901917551
501	0.4901707646
502	0.490152335
503	0.4901381038
504	0.4901231236
505	0.4901004707
506	0.4900806166
507	0.4900526773
508	0.4900367247
509	0.4900235736
510	0.4900130794
511	0.4899980159
512	0.4899783897
513	0.4899617082
514	0.4899449438
515	0.4899223546
516	0.4898966088
517	0.4898839169
518	0.4898685474
519	0.4898547433
520	0.4898380622
521	0.4898256942
522	0.4898124737
523	0.4897935727
524	0.4897795889
525	0.4897604533
526	0.4897436762
527	0.4897299754
528	0.4897174281
529	0.489703699
530	0.4896898754
531	0.4896719544
532	0.4896553402
533	0.4896352172
534	0.4896212135
535	0.4896048622
536	0.4895916741
537	0.4895691222
538	0.4895519113
539	0.489533007
540	0.4895153928
541	0.4895051344
542	0.4894911753
543	0.4894725106
544	0.4894579211
545	0.4894418082
546	0.4894223225
547	0.489397275
548	0.48937651
549	0.4893554494
550	0.4893387018
551	0.489323607
552	0.4893035278
553	0.4892863724
554	0.4892587644
555	0.4892475716
556	0.4892253022
557	0.489212662
558	0.4891947225
559	0.4891813869
560	0.4891641454
561	0.4891513026
562	0.489139313
563	0.4891216744
564	0.4890983673
565	0.489083685
566	0.4890714156
567	0.4890569112
568	0.4890388619
569	0.4890234731
570	0.4890091311
571	0.4889897096
572	0.4889707136
573	0.4889570089
574	0.4889357712
575	0.4889166024
576	0.4889037322
577	0.4888859162
578	0.4888767526
579	0.4888618859
580	0.4888365508
581	0.488825016
582	0.4888069578
583	0.4887937914
584	0.4887830622
585	0.488765813
586	0.4887515454
587	0.4887348999
588	0.4887165608
589	0.4887020234
590	0.4886892863
591	0.4886801574
592	0.4886573247
593	0.4886412006
594	0.4886257847
595	0.4886117462
596	0.4885963027
597	0.4885728343
598	0.4885583092
599	0.4885433567
600	0.4885267559
601	0.4885144241
602	0.4885005143
603	0.4884877035
604	0.4884759679
605	0.4884603549
606	0.4884398759
607	0.4884274936
608	0.4884138267
609	0.4883997878
610	0.4883873182
611	0.4883728177
612	0.488359056
613	0.4883473938
614	0.4883322405
615	0.4883194949
616	0.4883082316
617	0.4882979494
618	0.4882779275
619	0.488262142
620	0.4882501333
621	0.4882340332
622	0.4882220852
623	0.4881968901
624	0.4881806388
625	0.4881690338
626	0.4881531509
627	0.4881403727
628	0.4881302176
629	0.4881126717
630	0.4880974656
631	0.4880773041
632	0.4880631495
633	0.4880501424
634	0.4880382682
635	0.4880224902
636	0.4880071241
637	0.487996101
638	0.4879824428
639	0.487967808
640	0.4879567558
641	0.4879438713
642	0.4879287902
643	0.4879194118
644	0.4878983609
645	0.4878796924
646	0.4878630269
647	0.4878455028
648	0.4878324387
649	0.4878164852
650	0.4878044387
651	0.4877936182
652	0.4877824381
653	0.4877617431
654	0.4877492685
655	0.4877356271
656	0.4877258292
657	0.487710451
658	0.4876943672
659	0.4876790282
660	0.4876705596
661	0.4876589078
662	0.4876476611
663	0.4876342622
664	0.4876239949
665	0.4876138907
666	0.4875985671
667	0.4875872527
668	0.4875726671
669	0.4875592269
670	0.4875471823
671	0.4875286405
672	0.4875064311
673	0.4874943045
674	0.4874842241
675	0.4874738649
676	0.487462209
677	0.4874398855
678	0.487426086
679	0.4874118384
680	0.487393448
681	0.4873791381
682	0.4873620957
683	0.4873526437
684	0.4873371352
685	0.4873279513
686	0.4873136597
687	0.4873002362
688	0.4872759592
689	0.4872618519
690	0.487249361
691	0.487236366
692	0.4872251552
693	0.4872132774
694	0.4871965096
695	0.4871736847
696	0.4871637608
697	0.4871491338
698	0.4871355457
699	0.4871230665
700	0.4871106007
701	0.4870966943
702	0.4870790706
703	0.4870669323
704	0.4870535247
705	0.4870403894
706	0.4870246086
707	0.487011148
708	0.4869988566
709	0.486987926
710	0.4869746303
711	0.4869627312
712	0.4869494423
713	0.4869352761
714	0.4869232565
715	0.4869094535
716	0.4869006139
717	0.4868888866
718	0.48687379
719	0.4868541265
720	0.4868453739
721	0.4868369409
722	0.4868255334
723	0.4868033686
724	0.4867944844
725	0.4867743793
726	0.4867643214
727	0.4867480532
728	0.4867333006
729	0.4867190883
730	0.4867065349
731	0.4866949238
732	0.4866838989
733	0.4866680275
734	0.4866554599
735	0.486638861
736	0.4866315169
737	0.4866170892
738	0.4866031168
739	0.4865920702
740	0.4865757784
741	0.4865587557
742	0.4865445575
743	0.4865349008
744	0.4865236147
745	0.4865116051
746	0.4864985184
747	0.486483309
748	0.4864702571
749	0.4864616414
750	0.4864488119
751	0.4864413285
752	0.4864292478
753	0.4864195691
754	0.4864109902
755	0.4863968263
756	0.4863849618
757	0.4863713082
758	0.4863607494
759	0.4863512305
760	0.4863406286
761	0.4863301333
762	0.486316218
763	0.4863056501
764	0.4862975725
765	0.4862850732
766	0.4862769879
767	0.4862574941
768	0.4862451294
769	0.4862323446
770	0.4862190118
771	0.4862099067
772	0.4861956136
773	0.486183552
774	0.4861709746
775	0.4861601806
776	0.4861506038
777	0.4861378114
778	0.4861278465
779	0.4861141288
780	0.4860964783
781	0.4860824469
782	0.4860711012
783	0.4860598269
784	0.4860480461
785	0.4860330727
786	0.4860218529
787	0.4860145801
788	0.4860046311
789	0.4859895566
790	0.4859737359
791	0.4859596475
792	0.4859465975
793	0.4859384454
794	0.4859310458
795	0.4859226172
796	0.4859121497
797	0.4859022259
798	0.4858932414
799	0.4858830059
800	0.4858742128
801	0.4858608462
802	0.4858438988
803	0.4858323284
804	0.4858186153
805	0.4858081171
806	0.485794862
807	0.4857855322
808	0.4857740281
809	0.4857632753
810	0.4857539294
811	0.4857440652
812	0.4857292101
813	0.4857216981
814	0.4857109737
815	0.4856986761
816	0.4856869712
817	0.4856750319
818	0.4856653655
819	0.4856561805
820	0.4856480782
821	0.4856385996
822	0.48562897
823	0.4856180615
824	0.4856089126
825	0.4855952569
826	0.4855854396
827	0.4855717139
828	0.4855615162
829	0.4855539977
830	0.4855427814
831	0.4855324075
832	0.4855221405
833	0.4855115967
834	0.4855038186
835	0.4854939081
836	0.4854834186
837	0.4854737316
838	0.4854581127
839	0.4854378871
840	0.4854302825
841	0.4854201995
842	0.4854097432
843	0.4854039639
844	0.4853916684
845	0.485379137
846	0.4853656474
847	0.4853534451
848	0.4853447925
849	0.4853351073
850	0.4853209331
851	0.4853094204
852	0.485298542
853	0.4852888184
854	0.4852783173
855	0.4852626736
856	0.4852557972
857	0.485245516
858	0.4852328473
859	0.4852258698
860	0.485216794
861	0.4852074551
862	0.4851989429
863	0.4851847318
864	0.4851766109
865	0.4851637387
866	0.4851527405
867	0.4851418861
868	0.4851256634
869	0.4851164937
870	0.4851084714
871	0.4850948086
872	0.485082238
873	0.4850687291
874	0.4850572507
875	0.4850500517
876	0.4850402556
877	0.485029166
878	0.4850203282
879	0.4850063708
880	0.4849935613
881	0.4849826233
882	0.4849733778
883	0.4849607711
884	0.484950592
885	0.484941296
886	0.4849250833
887	0.4849062595
888	0.4848921304
889	0.4848824518
890	0.4848735455
891	0.4848611973
892	0.4848477767
893	0.4848351164
894	0.4848237521
895	0.4848146329
896	0.4848036917
897	0.4847939888
898	0.4847834398
899	0.4847754529
900	0.4847625372
901	0.484750172
902	0.4847409916
903	0.4847318806
904	0.4847226969
905	0.484713903
906	0.4847018142
907	0.4846935789
908	0.4846864597
909	0.4846796304
910	0.4846690983
911	0.4846602207
912	0.4846516529
913	0.4846396883
914	0.4846276749
915	0.4846212172
916	0.4846150204
917	0.4846046768
918	0.4845929153
919	0.4845790584
920	0.4845721244
921	0.4845653939
922	0.4845574305
923	0.4845448015
924	0.4845320067
925	0.4845193447
926	0.4845048978
927	0.4844933058
928	0.4844782049
929	0.4844682921
930	0.4844599564
931	0.4844531443
932	0.4844421875
933	0.4844336817
934	0.4844193908
935	0.4844071111
936	0.4843945735
937	0.4843862357
938	0.4843768907
939	0.4843667163
940	0.4843578296
941	0.4843452044
942	0.4843361338
943	0.484328125
944	0.4843140194
945	0.4843036976
946	0.4842923589
947	0.4842850938
948	0.4842756325
949	0.4842647622
950	0.4842534493
951	0.4842391591
952	0.4842247343
953	0.4842147664
954	0.4842080821
955	0.4841992368
956	0.4841906885
957	0.4841774189
958	0.4841689306
959	0.4841616934
960	0.4841515138
961	0.4841396291
962	0.4841291292
963	0.484117802
964	0.484107517
965	0.4840933255
966	0.4840850496
967	0.4840757703
968	0.4840645549
969	0.4840576716
970	0.4840439058
971	0.4840381234
972	0.4840216488
973	0.4840098514
974	0.4840038134
975	0.4839916191
976	0.4839860152
977	0.4839747978
978	0.4839671615
979	0.4839577566
980	0.483945405
981	0.4839282811
982	0.4839159325
983	0.4839073139
984	0.4838986275
985	0.4838890463
986	0.4838795579
987	0.4838684443
988	0.4838543895
989	0.4838436973
990	0.4838347432
991	0.4838226443
992	0.4838147623
993	0.4838065356
994	0.4837987297
995	0.4837815248
996	0.4837719952
997	0.4837639243
998	0.4837538375
999	0.4837418851
